음식이름,음식재료,음식조리법,음식영양성분,음식이미지url
버섯과 해바라기 씨앗을 곁들인 아침 식사,"3 x 1.76oz Egg (중간)
1 히말라야 소금과 후추를 꼬집어
0.2 온스 파슬리 (미세한 다진)
5 온스 버섯 (다진)
1.5 온스 붉은 양파 (깍둑 썰기)
0.2 fl.oz 엑스트라 버진 올리브 오일 (1 tsp.)
0.5 온스 해바라기 커널
1 x 1.34oz 전체 곡물 빵 조각","지침
계란을 그릇에 부르고 격렬하게 휘젓습니다.소금, 후추 및 파슬리를 섞습니다.
중간 온도에서 끈이없는 튀김 팬에 올리브 오일을 가열하고 양파와 버섯을 4-5 분 동안 볶습니다.
계란 혼합물을 프라이팬에 붓고 몇 분 동안 요리하십시오.계란이 요리하는 동안 나무 숟가락을 사용하고 익을 때까지 계란 혼합물을 부드럽게 저어줍니다.
한편 빵을 토스트하고 접시에 서빙하십시오.
스크램블 에그와 해바라기 씨앗으로 토스트를 얹고 봉사하십시오.","서빙 크기 390g
칼로리 445 Cal
단백질 29.7g
지방, 총 25.9g
- 포화 된 5g
탄수화물 18.7g
- 설탕 2.6g
나트륨 499mg",https://cdn.f45training.com/strapi/uploads/2019/10/12121804/breakfast-scramble-with-mushroom-_-sunflower-seeds.jpg
호박과 아보카도 오믈렛,"계란 3 개
3ml 올리브 오일
80g 호박, 격자
15g 베이비 시금치 잎, 다진
35g 아보카도
15g 아몬드, 다진
45g 붉은 양파, 잘게 썬다
핀치 심황
후추를 꼬집어
히말라야 소금을 꼬집어","지침
스틱이 아닌 팬에서 부드러워 질 때까지 붉은 양파를 요리합니다.심황을 추가하고 2-3 분 동안 요리하십시오.
팬에서 붉은 양파를 제거하고 그릇에 강판 호박 및 시금치와 결합하십시오.따로.
별도의 그릇에 푹신해질 때까지 계란을 털어냅니다.소금과 후추로 간을 맞춘다.양파, 호박 및 시금치를 추가하고 잘 섞습니다.
팬에 올리브 오일을 데우고 오믈렛 혼합물을 붓고 저열로 요리합니다.혼합물에서 거품을보기 시작하고 거의 요리되면 오믈렛을 반으로 접습니다.요리 할 때까지 몇 분 더 요리하십시오.
접시에 오믈렛을 제공하고 아보카도와 얇게 썬 아몬드로 윗면","서빙 크기 260g
칼로리 444 Cal
단백질 25.4g
지방, 총 34.6g
- 포화 7.3g
탄수화물 6.1g
- 설탕 5.7g
나트륨 600mg",https://cdn.f45training.com/strapi/uploads/2019/10/09025325/zucchini-avocado-omelette-1.jpg
검은 콩을 곁들인 녹색 고추 치킨,"160g 피부가없는 닭 가슴
10g 녹색 고추, 잘게 잘린
10g 신선한 실란트로, 다진
0.1 fl oz 라임 주스, 갓 짜낸
1 tsp.올리브유
1 히말라야 소금을 꼬집어
80g 통조림 검은 콩
60G 통조림 옥수수 커널
45g 갈색 양파, 잘게 썬다
1/2 tsp.커민
1/2 tsp.카이엔 고추
100g 브로콜리 플로렛","지침
스틱 블렌더 또는 박격포 및 유봉을 사용하여 녹색 고추, 고수풀, 라임 주스 및 올리브 오일을 결합하십시오.
고르게 코팅 될 때까지 고추 기름에 닭고기를 던지고 소금으로 양념하십시오.
비 스틱 팬을 중간 온도에서 가열하고 요리 할 때까지 양쪽에 닭고기를 요리하십시오.따로.
같은 팬을 사용하여 양파를 몇 분 동안 볶습니다.부드러워지면 커민과 카이엔 고추를 넣고 3-4 분 더 요리하십시오.
검은 콩과 옥수수를 팬에 넣고 때때로 저어 주면서 몇 분 더 요리합니다.
한편 브로콜리를 끓는 바구니에서 끓는 물 위로 약 10 분 동안 또는 부드러워 질 때까지 요리하십시오.
녹색 고추 치킨을 브로콜리와 콩 믹스와 결합하십시오.
제공하다.","서빙 크기 330g
칼로리 463 Cal
단백질 49.51g
지방, 총 14.30g
- 포화 된 3.43g
탄수화물 26.10g
- 설탕 5.50g
나트륨 321.01mg",https://cdn.f45training.com/strapi/uploads/2019/10/09155901/green-chilli-chicken-with-black-beans.jpg
캐슈 콜리 플라워와 함께 참깨 코코넛 연어,"7.1 온스 연어 필렛
7.8 온스 콜리 플라워 (Florets)
4.3 온스 녹두 (트리밍)
1.1 온스 무 살해 캐슈 (잘게 썬)
0.4 온스 참깨 씨앗
0.3 온스 타이 붉은 카레 페이스트
0.7 fl.oz 통조림 코코넛 크림
0.4 fl.oz 물
0.2 fl.oz 엑스트라 버진 올리브 오일
1 히말라야 소금과 후추를 꼬집어","지침
사전 열 오븐에서 355 ° F로.그릇에 카레 페이스트, 코코넛 크림 및 물을 섞는다.그릇에 연어를 담그고 참깨로 윗면을 담그십시오.
베이킹 트레이를 베이킹 페이퍼로 줄이고 연어를 8-10 분 동안 또는 취향에 맞게 요리 할 때까지 요리하십시오.
한편 녹두와 콜리 플라워를 끓는 물 위에 김이 나는 바구니에 넣으십시오.약 10 분 동안 또는 부드러워 질 때까지 덮고 증기.
야채를 올리브 오일, 소금 및 후추로 양념하십시오.
녹두와 콜리 플라워의 절반과 함께 연어 한 조각을 제공하고 캐슈의 절반이있는 상단을 제공하십시오.
내일 남은 오버의 다른 부분을 냉장 보관하십시오.","서빙 크기 312g
칼로리 445 Cal
단백질 27.58g
지방, 총 32.10g
- 포화 7.70g
탄수화물 10.58g
- 설탕 6.52g
식이 섬유 4.72g
나트륨 231.39mg",https://cdn.f45training.com/strapi/uploads/2019/10/09155858/coconut-sesame-salmon-cauliflower-_-cashew.jpg
"이탈리아 치킨 샐러드, 와일드 아루 굴라 및 발사믹 드레싱","14 온스 치킨 가슴 (피부 없음, 스트립)
0.2 fl.oz 엑스트라 버진 올리브 오일
8.9 온스 통조림 옥수수 커널 (배수)
50g 체리 토마토, 반으로 다진
140g Baby Arugula
1 히말라야 소금과 후추를 꼬집어
20ml 발사믹 식초
0.7 fl.oz 엑스트라 버진 올리브 오일","지침
스틱이없는 팬에 올리브 오일을 중간 열에 가열하고 닭 스트립을 요리 할 때까지 양쪽에서 7-10 분 동안 요리하십시오.소금과 후추로 간을 맞춘다.
그릇에 로켓, 옥수수, 체리 토마토 및 치킨 스트립을 결합하십시오.
샐러드의 절반을 점심으로 제공하고 발사믹 드레싱의 절반으로 드레스를 입으십시오.
내일의 남은 음식을 위해 두 번째 서브를 냉장 보관하십시오.","서빙 크기 442g
칼로리 460 Cal
단백질 50.2g
지방, 총 16.7g
- 포화 된 3.8g
탄수화물 24.6g
- 설탕 7.5g
나트륨 394.6mg
식이 섬유 5.7g",https://cdn.f45training.com/strapi/uploads/2019/10/09155844/italian-chicken-salad-wild-rocket-_-balsamic-dressing.jpg
"높은 단백질 참치 샐러드, 아기 시금치 및 디종 겨자 비네 그레트","봄 물에 5 온스 통조림 참치 (배수)
1 x 1.76oz Egg (Med)
3.6 온스 통조림 얇게 썬 사탕무
0.8 온스 빨간 양파 (슬라이스)
3.6 온스 베이비 시금치 잎
드레싱
1 히말라야 소금과 후추를 꼬집어
0.6 fl.oz 엑스트라 버진 올리브 오일 (3 tsp.)
1fl.오즈 레몬 주스, 갓 짜낸
0.2 온스 디종 겨자 (1 tsp.)","지침
끓는 물에 작은 냄비를 가져 오십시오.계란을 넣고 10 분 동안 끓입니다.차가운 물에서 즉시 식 힙니다.
계란을 껍질을 벗기고 얇게 썬다.
큰 그릇에 모든 재료를 결합하십시오.
드레싱 성분을 별도로 결합하십시오.
샐러드의 절반을 제공하고 Dijon Mustard Vinaigrette의 절반으로 옷을 입으십시오.
샐러드의 나머지 절반과 내일의 드레싱의 일부를 냉장 보관하십시오.","서빙 크기 479g
칼로리 458 Cal
단백질 47.3g
지방, 총 22.5g
- 포화 4.7g
탄수화물 11.6g
- 설탕 11.5g
나트륨 959mg",https://cdn.f45training.com/strapi/uploads/2019/10/09155841/high-protein-tuna-salad-baby-spinach-_-dijon-mustard-vinaigrette.jpgg
단백질 파워 스크램블 에그,"3 x 1.76oz Egg (중간)
2.9 온스 토마토 (깍둑 썰기)
2.2 온스 영어 시금치 (다진)
1.5 온스 붉은 양파 (깍둑 썰기)
0.8 온스 아몬드 (다진)
3.9 온스 통조림 Cannellini 콩 (배수)
0.3 fl.oz 엑스트라 버진 올리브 오일 (1.5 tsp.)
1 히말라야 소금을 꼬집어","지침
계란을 그릇에 부르고 격렬하게 휘젓습니다.소금과 후추로 간을 맞춘다.따로.
올리브 오일을 중간 온도에서 끈이없는 튀김 팬에 가열하고 양파를 3-5 분 동안 볶습니다.흰 콩, 시금치 및 토마토를 넣고 3 분 동안 요리하십시오.
계란 혼합물을 팬에 붓고 몇 분 동안 또는 계란을 익힐 때까지 성분을 함께 저어줍니다.
접시로 옮깁니다.아몬드를 얹고 서빙하십시오.","서빙 크기 417g
칼로리 444 Cal
단백질 25.9g
지방, 총 26.3g
- 포화 4.3g
탄수화물 19.3g
- 설탕 7.7g
나트륨 573mg",https://cdn.f45training.com/strapi/uploads/2019/10/09155832/protein-power-scrambled-eggs.jpg
"영양가티 블루 베리, 계피 및 사과 죽","1.6 온스 롤 귀리 (건조)
1.4 fl.oz 물
5 fl.oz 무가당 아몬드 우유
1.8 온스 냉동 블루 베리
1.5 온스 녹색 사과 (껍질과 얇게 썬)
0.2 온스 꿀 또는 메이플 시럽 (1 tsp. (비건 대안 - 메이플 시럽))
0.5 티스푼 계피
0.8 온스 호두 (대략 다진)","지침
물, 아몬드 우유, 사과 및 꿀 또는 비건 채식 대안을 중간 온도에 냄비로 끓입니다.
계피를 넣고 귀리를 넣고 약 5 분 동안 익힐 때까지 저어줍니다.준비가되면 블루 베리를 저어줍니다.
호두와 봉사.","서빙 크기 350g
칼로리 464 Cal
단백질 9.33g
지방, 총 21.55g
- 포화 된 1.85g
탄수화물 55.13g
- 설탕 21.17g
나트륨 89.70mg",https://cdn.f45training.com/strapi/uploads/2019/10/09155829/nutty-blueberry-cinnamon-_-apple-porridge.jpg
바나나 카카오 요구르트 그릇,"170g 그리스 요구르트
20G F45 연료 단백질 분말, 선택
40g 바나나, 슬라이스
1 tsp.코코넛, 건조
15g 생 호두, 다진
1/2 tsp.카카오 가루","지침
그리스 요거트를 그릇에 넣고 단백질 파우더와 카카오 가루를 섞습니다.
얇게 썬 바나나, 호두 및 건조 코코넛으로
제공하다","서빙 크기 248g
칼로리 450 cal
단백질 29.34G
지방, 총 21.98g
- 포화 8.34g
탄수화물 32.70g
- 설탕 30.95g
나트륨 144.20mg",https://cdn.f45training.com/strapi/uploads/2019/07/25143931/banana-cacao-yoghurt-bowl.jpg
칠리 콩과 브로콜리 쌀 그릇,"11 온스 통조림 신장 콩 (헹굼 및 배수)
8.9 온스 통조림 Cannellini 콩 (헹굼 및 배수)
칠리 플레이크 1 개를 꼬집습니다
11 온스 통조림 다진 토마토
2.2 온스 갈색 양파 (깍둑 썰기)
4.3 온스 빨간 피망 (깍둑 썰기)
3.6 온스 베이비 시금치 잎
마늘 정향 1 개 (으깬)
1 큰술 말린 이탈리아 허브
0.2 fl.oz 엑스트라 버진 올리브 오일 (1 tsp.)
14 온스 브로콜리 (미세한 다진)","지침
브로콜리 쌀
올리브 오일의 절반을 큰 비 스틱 팬에 중간 열에 가열하고 브로콜리와 마늘을 약 10 분 동안 볶습니다.히말라야 소금과 후추로 계절.
일단 요리하면 두 부분으로 나눕니다.
칠리 콩
중간 열에 냄비에 남은 올리브 오일을 가열합니다.양파와 피망을 넣으십시오.3-4 분 동안 볶습니다.
통조림 다진 토마토, 신장 및 카넬리니 콩, 이탈리아 허브 및 칠리 조각에 섞는다.히말라야 소금으로 계절.저조도 열에서 8-10 분 동안 계속 요리하십시오.몇 분 남은 상태에서 아기 시금치 잎을 섞습니다.요리되면 열을 끄고 따로 보관하십시오.
봉사하기 위해
요리 된 칠리 콩을 브로콜리 쌀과 함께 두 그릇에 나눕니다.
한 부분을 제공하고 내일의 남은 음식을 위해 나머지 부분을 냉장 보관하십시오.","서빙 크기 775g
칼로리 447 Cal
단백질 32.5g
지방, 총 5.3g
- 포화 된 1.3g
탄수화물 50.0g
- 설탕 16.2g
나트륨 1105mg",https://cdn.f45training.com/strapi/uploads/chilli_bean_and_broccoli_rice_bowl_b99834a71a.jpeg
비네 그레트 드레싱을 곁들인 고구마 석류 샐러드,"7.1 온스 아루 굴라
5.7 온스 통조림 병아리 콩 (425g = 225g 병아리 콩, 배수) (배수 및 헹굼)
12 온스 고구마 (라운드로 자르기)
0.9 온스 석류 종자
2.9 온스 체리 토마토 (반으로 얇게 썬)
2.2 온스 붉은 양파 (다진)
마늘 정향 1 개 (으깬)
0.9 fl.oz
0.8 온스 호박 종자
0.4 온스 해바라기 커널
1fl.oz.레몬 주스, 갓 짜낸","지침
오븐을 350˚F로 예열하고 베이킹 용지로 베이킹 트레이에 줄을 긋습니다.
고구마와 양파를 쟁반에 놓고 올리브 오일의 절반을 상단 위로 뿌립니다.
히말라야 소금과 후추로 계절.오븐에서 20 분 동안 또는 요리 할 때까지 굽습니다.요리하면 몇 분 동안 식히십시오
로켓, 병아리 콩, 체리 토마토, 고구마, 양파, 석류 씨앗, 해바라기 씨앗 및 호박 씨앗을 결합하십시오.
작은 그릇에 마늘, 남은 올리브 오일과 레몬 주스를 결합하십시오.
드레싱을 샐러드 위에 붓고 섞습니다
샐러드를 두 식사로 나눕니다.그릇에 서빙 한 요리와 내일의 남은 음식을 위해 두 번째 식사를 냉장","서빙 크기 481g
칼로리 454 Cal
단백질 17.0g
지방, 총 21.2g
- 포화 된 3.1g
탄수화물 40.3g
- 설탕 15.0g
나트륨 274mg",https://cdn.f45training.com/strapi/uploads/sweet_potato_pomegranate_salad_with_vinaigrette_dressing_5d5115315b.jpeg
"두부, 호두 및 브로콜리 보울","200g RAW 회사 두부, 다진
10G 원시, 무염 호두
300g 원시 브로콜리, 다진
5ml 올리브 오일
마늘 정향 1 개, 분쇄
신선하게 짜낸 레몬 30ml
히말라야 소금","지침
스틱이없는 튀김 팬에 올리브 오일을 중간 열에 가열하고 두부를 1 분간 마늘로 볶습니다.
브로콜리, 레몬, 호두를 섞어 8-10 분 동안 뚜껑을 계속 요리하고 가끔 저어주십시오.
일단 조리 된 그릇으로 옮기고 봉사하십시오","서빙 크기 549g
칼로리 455 Cal
단백질 39.9g
지방, 총 27.2g
- 포화 된 3.1g
탄수화물 2.4g
- 설탕 2.1g
나트륨 147mg",https://cdn.f45training.com/strapi/uploads/2019/09/25160815/tofuwalnut-and-broccoli-bowl.jpg
15 분 Mexi 보울,"100g 통조림 검은 콩, 헹굼 및 배수
100g 통조림 옥수수 커널, 배수
40g 봄 양파, 다진
100g 상추, 파쇄
60g 토마토, 잘게 썬다
50g 아보카도, 슬라이스
30ml 라임 주스, 갓 짜낸
15ml 올리브 오일
1 tsp.말린 오레가노
1/2 tsp.커민
1/2 tsp.파프리카","지침
검은 콩을 그릇에 넣고 오레가노, 커민 및 파프리카를 뿌린다.결합하다.
성분을 섞지 않고 검은 콩 옆에 옥수수 커널, 스프링 양파, 상추, 토마토 및 아보카도를 추가하십시오.
라임 주스와 올리브 오일을 상단 위로 이슬비
히말라야 소금과 후추로 계절
제공하다","서빙 크기 493g
칼로리 453 Cal
단백질 14.5g
지방, 총 22.9
- 포화 된 3.6g
탄수화물 40.3g
- 설탕 9.3g
나트륨 254mg",https://cdn.f45training.com/strapi/uploads/2019/09/25151547/15-minute0mexi-bowl.jpg
야채 막대기를 곁들인 아보카도 딥,"2.2 온스 아보카도 (매시)
0.34fl.오즈 레몬 주스, 갓 짜낸
1 티스푼 말린 고수풀
0.2 fl.oz 엑스트라 버진 올리브 오일
1.8 온스 셀러리 (딥핑 스틱으로 자르기)
3.6 온스 당근 (스틱)
3.6 온스 오이 (딥핑 스틱으로 자르기)
1 히말라야 소금을 꼬집어","지침
아보카도, 레몬 주스, 고수풀 및 올리브 오일을 결합하십시오.
히말라야 소금으로 계절
당근, 셀러리 및 오이 막대기 옆에 아보카도를 제공하십시오.","서빙 크기 588g
칼로리 246 Cal
단백질 4.2g
지방, 총 13.6g
- 포화 된 1.9g
탄수화물 17.5g
- 설탕 17.5g
나트륨 246mg",https://cdn.f45training.com/strapi/uploads/2019/09/25142855/avocado-dip-gegetable-sticks.jpg
퀴 노아와 민트 요구르트 드레싱을 곁들인 카 만디 쇠고기,"7.1 온스 마른 쇠고기 다진 (생)
0.2 fl.oz 엑스트라 버진 올리브 오일 (1 tsp.)
2.2 온스 갈색 양파 (깍둑 썰기)
마늘 정향 2 개 (으깬)
1 티스푼 칠리 플레이크
0.5 티스푼 커민
1 티스푼 달콤한 파프리카
1 티스푼 심황
6.8 fl.oz 닭고기 스톡, 소금 감소
2.9 온스 통조림 분쇄 토마토
2.9 온스 퀴 노아 (요리되지 않은)
7.5 fl.oz 물 (퀴 노아 준비)
3.6 온스 호박 (껍질, 다진)
2.2 온스 당근 (껍질, 다진)
5.3 온스 브로콜리 (Florets에 다진)
1.8 온스 무가당 그리스 요구르트 ((Mint Yoghurt Dressing)))
0.2 온스 민트 잎 (미세한 다진 (민트 요구르트 드레싱))
1 히말라야 소금과 후추를 꼬집어","지침
중간 냄비에 중간 냄비에 올리브 오일을 가열하고 마늘과 함께 양파를 볶습니다.향신료 (고추 조각, 커민, 달콤한 파프리카 및 심황)를 첨가하기 전에 쇠고기 다진을 넣고 2-3 분 동안 요리하십시오.
닭고기 스톡과 으깬 토마토를 넣으십시오.혼합물이 두꺼워지기 시작할 때까지 약 20-30 분 동안 끓여서 요리하십시오.요리 한 후에 따로 보관하십시오.
쇠고기 다진이 요리하는 동안 별도의 중간 냄비로 물을 끓입니다.퀴 노아를 넣고 약 12-15 분 동안 또는 물이 흡수 될 때까지 요리하십시오.
부드러워 질 때까지 브로콜리와 당근을 끓는 바구니에 끓는 바구니에 넣습니다.호박을 넣고 4-5 분 동안 채소를 계속 증기하십시오.
민트 요구르트 드레싱을 준비합니다.평범한 그리스 요구르트, 잘게 다진 민트, 히말라야 소금을 함께 휘젓습니다.따로.
봉사하기 위해;준비된 Kasundi 쇠고기, 퀴 노아 및 찐 야채를 2 인분으로 나눕니다.오늘 밤 저녁 식사를 위해 한 부분을 제공하고 민트 요구르트 드레싱의 절반으로 탑을 제공하십시오.내일의 남은 음식과 함께 Remianing Mint Yogurt Dressing과 함께 Kasundi Beef, Quinoa 및 채소의 Remianing 부분을 냉장 보관하십시오.","서빙 크기 614g
칼로리 455 Cal
단백질 34.6g
지방, 총 15.8g
- 포화 5.2g
탄수화물 37.5g
- 설탕 12.1g
나트륨 506mg",https://cdn.f45training.com/strapi/uploads/2019/08/15124427/kasundi-beef-quinoa-with-mint-yoghurt-dressing.jpg
